timestamp,target,var_1,var_2,var_3,var_4,var_5,var_6
1518930000,1.339760278089043,-0.8686007182722296,-1.1478221345039856,42,25,847.322535987858,1447.84214898
1518933600,1.6350097308076834,-0.869786519103623,-1.1476642792214722,59,38,621.677308250683,815.90134638
1518937200,1.3849767916000064,-0.871674621259382,-1.1473317627708544,61,31,965.341784708964,1274.6146018
1518940800,0.7650354072816489,-0.87138780236393,-1.1471519998160529,57,20,210.379333454191,163.38246
1518944400,-0.13204869426204802,-0.8702753021861269,-1.1468236848368327,53,34,531.588459430917,349.32656
1518948000,-0.10287409172007053,-0.8839493117384728,-1.1466493237738282,60,30,580.425141458043,2820.36778
1518951600,0.7689377528423532,-0.8707843782574752,-1.1463000014376195,91,53,2746.16514436684,589.56127396
1518955200,1.1469214888377124,-0.8729259343570149,-1.1461226393236168,72,41,987.559557109286,1338.3455409999
1518958800,0.9096687850433252,-0.8785413403839349,-1.1458513443133653,80,48,1042.57579580703,1962.41404
1518962400,0.9726319522677259,-0.8825077346743468,-1.1456178625456932,59,41,746.259510523502,1395.97523
1518966000,1.1224536074041274,-0.8834562609684438,-1.1453801793066234,62,34,846.626498188328,1001.9846800325
1518969600,1.5338209106006058,-0.8883719258944454,-1.1451091844014718,61,37,251.406691515472,1056.62651
1518973200,1.3430520895263922,-0.888018055361002,-1.1447454570204711,49,27,472.380856793474,414.39573
1518976800,0.4227067427238866,-0.8910422944058237,-1.144581599635961,59,28,207.59572734835,702.98364
1518980400,-0.08445845209964234,-0.8776101610188569,-1.1443547201804851,44,27,2955.59632143981,755.2387575616
1518984000,-0.05043906502305866,-0.8791646852920073,-1.144033607723661,61,16,92.2748004118217,346.91389
1518987600,0.004730531851981081,-0.8788777272253688,-1.1438544449790593,68,12,221.728984312729,174.71435146
1518991200,0.032489170379152554,-0.8782519193120941,-1.1434979201204545,68,10,323.174840185903,220.65392
1518994800,-0.044813454975974436,-0.8783182208309199,-1.1433292610543468,34,12,187.059719511869,197.91312
1518998400,0.00901162971259652,-0.8791854573185476,-1.14306816961749,34,12,99.6386994090459,241.69427
1519002000,-0.014635685153258707,-0.8777200321051939,-1.142814280703029,49,12,910.938416543431,670.87715
1519005600,-0.15288278137629788,-0.8772299364433117,-1.1425588912630689,38,20,250.779538309053,170.4835645
1519009200,-0.4089004347905672,-0.8842857545507161,-1.1422848953069191,56,21,278.344730193868,1434.15595
1519012800,-0.4259442098784157,-0.8879619141657445,-1.1420361081791552,47,19,146.347515456753,748.5332785
1519016400,0.056063612665227525,-0.8811002369882938,-1.141777417583097,63,28,1271.99108017346,147.95085
1519020000,0.44447570214082033,-0.8884680778680347,-1.1415379337134282,82,44,395.973008569609,1602.88338
1519023600,0.5119784924262989,-0.8969764082232743,-1.1412660384929771,77,37,134.36970908051,1528.10956
1519027200,0.4018501052489101,-0.897919107905883,-1.140997744533724,78,47,429.130291604671,583.52585897
1519030800,0.14511923343301508,-0.9070733847435077,-1.1407603613997541,82,37,182.131452784159,1681.68523553
1519034400,-0.31800072228909215,-0.9099912608536841,-1.1405172762688873,90,38,119.646846337678,597.60442
1519038000,-0.14244021075004115,-0.9124070066057361,-1.140251383150433,77,38,347.826811463938,743.5301418201
1519041600,-0.15970554144506466,-0.9116702643501748,-1.140012499490964,98,41,658.738551242712,538.02576
1519045200,-0.17553616034663802,-0.9166499668461655,-1.1397673136243982,88,35,530.628638265868,1346.339258
1519048800,-0.3092362451136053,-0.921811880320688,-1.1395206272323333,77,49,200.317428095028,1045.861765
1519052400,-0.2178039328146033,-0.9241221154541506,-1.1392751412606679,78,61,333.405885939755,711.78093084
1519056000,-0.22606271276960552,-0.9291863458534403,-1.139013449613611,91,59,153.091313610414,982.6340258199
1519059600,0.08283803737908307,-0.9250310286900665,-1.1387607611195496,87,35,892.286821962642,211.57515374
1519063200,0.11900828468427038,-0.9365015068305529,-1.1384903664245978,57,44,122.534331750483,2001.50405736
1519066800,-0.15440349262211933,-0.935367203741466,-1.138232276038739,36,31,665.665120107402,479.83269242
1519070400,-0.2382461413528973,-0.9394142522977941,-1.137976586493679,48,25,92.4768218803083,755.4146850515
1519074000,-0.15879024938136307,-0.9493161390459134,-1.13771939642312,43,26,120.126407037094,1742.15432787
1519077600,-0.1809498938218069,-0.9568790694886252,-1.1374718097157557,52,28,48.529634401707,1287.40802697
1519081200,-0.29113892841762984,-0.956330085615268,-1.1372194213267939,37,14,388.543185206074,298.60403578
1519084800,-0.002911955721297061,-0.9682105886108127,-1.136969133673531,50,14,2059.30565836089,4005.4615103363
1519088400,0.5441257587000935,-0.9778519423042575,-1.1367230474916659,49,28,431.954614453886,2011.3021661999
1519092000,0.8495773366674236,-0.9825552714363627,-1.1364553537426125,35,28,372.664095711737,1143.105909404
1519095600,0.9812264122156108,-0.9853027435716982,-1.136198763882253,67,28,288.545812346427,738.59532
1519099200,0.8156582610780816,-0.9851277084318601,-1.1359676829553795,54,53,595.66379931655,566.95761306
1519102800,0.31595954740932425,-1.0023870375615627,-1.1356333658741626,81,75,340.546541229084,3167.77829
1519106400,-0.0045460306907816215,-0.9862005317646257,-1.1354617057570568,56,42,3249.99637845756,598.43148741
1519110000,-0.008067163929880772,-0.9760728975678077,-1.1351988136896007,74,91,2628.65635564222,969.57410214
1519113600,-0.11576549646556078,-0.9861432286616986,-1.134943124144541,75,75,135.341111942644,1784.9313072
1519117200,-0.25081525357120427,-0.985620663716489,-1.1345908007573338,85,87,1632.18561478579,1546.52857986
1519120800,-0.17563033288811195,-0.9244767230876585,-1.1344194407453276,76,79,10915.490123457,899.3506429487
1519124400,-0.18030538366424564,-0.9348602621728392,-1.1341877596082546,74,95,345.734192572843,2046.6188977511
1519128000,-0.1737419770400383,-0.9544979886136391,-1.133833035380249,77,81,258.170994071051,3475.00782065
1519131600,-0.0718457378178045,-0.9622494830602466,-1.13366707726004,75,71,445.340924870825,1715.0792200001
1519135200,-0.25178824912248143,-0.9657608137500674,-1.1334260928648718,70,83,217.616116040078,792.75972
1519138800,-0.11172522651758757,-0.9707016130056338,-1.1331677023739135,79,69,412.047384928504,1221.3639579918
1519142400,0.49015009693137324,-0.9817986779373054,-1.132894606733063,80,80,378.431692914412,2196.20892478
1519146000,0.6713453051559856,-0.9738991910572153,-1.132637116557404,69,88,2053.52237796442,759.43903908
1519149600,0.556258321236657,-0.974436020825664,-1.1323811269072444,82,64,1078.0734225352,1165.97159589
1519153200,0.37734922572540136,-0.9782762998458014,-1.1321236367315854,44,36,127.914263482512,756.97398226
1519156800,0.001481808041077981,-0.98008767392357,-1.1318634456100278,42,26,308.562761881648,605.27053904
1519160400,-0.5007801088807367,-0.9770110319021105,-1.1315972523864737,60,26,913.075987875456,409.0694535
1519164000,-0.3539748120698411,-0.9776031663680518,-1.131352066519908,51,19,195.88221834784,292.86876593
1519167600,0.4300151962025754,-0.9745784467371131,-1.1310960768697482,44,11,565.572477757735,70.08126492
1519171200,0.717665099821178,-0.9780616262182146,-1.130822981228898,41,19,186.324560596189,756.89793
1519174800,0.9220303865800689,-0.978448615899305,-1.130572693575635,42,17,241.617028622948,304.99973
1519178400,0.7058772972748564,-0.9811982427414815,-1.130306200246981,57,25,175.89316002582,626.29735412
1519182000,0.24372076307801427,-0.984048823736888,-1.1300622148008146,59,38,274.904849877058,741.83870047
1519185600,-0.25419948038603846,-0.98479204983526,-1.1297957214721606,66,51,163.110966931341,284.82754136
1519189200,-0.2597492123979515,-0.980198020535825,-1.1295598388636898,66,50,1607.30221463435,854.71518535
1519192800,0.16859349799366125,-0.9817860199230258,-1.1292915449044367,71,55,662.309871661801,922.40800304
1519196400,1.1893929513305435,-0.9834760459536748,-1.12904845977357,76,57,1823.60511497796,2100.41475385
1519200000,1.8445679541353988,-0.9852517370038286,-1.1287858678112137,19,19,212.238204896877,503.10479665
1519203600,1.9822966183446562,-0.9730425923547089,-1.1285421824701474,1,0,2000.0,0.0
1519207200,1.5390558979457303,-0.979417742581283,-1.1281964613951367,130,191,2050.18950167016,3094.1188844333
1519210800,1.087682254157988,-0.9817492635008084,-1.128033504325926,60,50,1222.11723588946,1603.9890920031
1519214400,0.6844309906472071,-0.9817492635008084,-1.1277481043759823,0,0,0.0,0.0
1519218000,0.6363169060080471,-0.9695401188516886,-1.127493015041122,1,0,2000.0,0.0
1519221600,0.5333019334826713,-0.9695401188516886,-1.1272640348499474,0,0,0.0,0.0
1519225200,0.3672321735818318,-0.9695401188516886,-1.1270122466711854,0,0,0.0,0.0
1519228800,-0.2986581093303224,-0.9695401188516886,-1.1267562570210257,0,0,0.0,0.0
1519232400,0.08666727656105987,-0.9695401188516886,-1.1264339441438023,0,0,0.0,0.0
1519236000,0.0007592908748012667,-0.9695401188516886,-1.1262019629016293,0,0,0.0,0.0
1519239600,-0.09519741046470422,-0.9695401188516886,-1.1260342041508211,0,0,0.0,0.0
1519243200,-0.04869710190158089,-0.8051456029187022,-1.1257521053569757,493,423,34167.0420708336,7237.0399613228
1519246800,-0.035195621881516204,-0.80956834028399,-1.1255114210669075,45,20,154.429662181087,878.9125346501
1519250400,0.48519170017357627,-0.8140468543966207,-1.1251500945267054,35,31,93.5744694333666,827.18767653
1519254000,0.5393795341074812,-0.8208877316202747,-1.1249832360911969,46,33,69.4450990320966,1190.03962162
1519257600,0.4273359232176624,-0.8254836133735499,-1.1246228098662943,37,20,189.447803416821,942.29281
1519261200,0.5230915414094017,-0.8258022854550823,-1.1244613533225827,46,20,216.077536971072,268.26713
1519264800,0.6488243011631034,-0.8433955004822559,-1.124234773972207,56,32,66.8770635080047,2948.82999682
1519268400,0.7484957570573008,-0.8440583393900564,-1.1239769836914482,53,47,340.413520634562,448.96221082
1519272000,0.6551966157555384,-0.8485270914206026,-1.1237110905729937,54,68,129.958939802943,861.94969
1519275600,0.30726962569749705,-0.8471065048533266,-1.1234508994514363,78,65,684.380095990453,451.63014736
1519279200,-0.2663716761822619,-0.8577135627624228,-1.123175703074887,48,72,342.878952106207,2080.39305
1519282800,-0.17577706317708575,-0.8519883319412366,-1.1229218141604262,64,84,2266.26597111494,1328.35304776
1519286400,-0.08130953878859072,-0.8676759762115693,-1.122578794031314,69,63,392.320629718892,2962.09966361
1519290000,0.04735981737686048,-0.8728029158298809,-1.1224080342295075,63,80,949.961224130326,1789.7628236299
1519293600,0.20758997971795323,-0.8775025175728209,-1.1221571463660451,77,68,487.145907273325,1256.95253
1519297200,0.3574259388800005,-0.8816966360197004,-1.12191076007908,78,78,514.072658874634,1201.0677255201
1519300800,0.27538593405336154,-0.8653477754668623,-1.121679078942007,42,63,4391.11374117179,1712.9392972486
1519304400,0.279582398633124,-0.8638974242644892,-1.121439895177438,86,55,1726.43432007901,1488.81495878
1519308000,0.17965160364421703,-0.8648361650733404,-1.1211821048966792,95,47,602.626605236733,756.3724294
1519311600,0.2035738105512723,-0.8615786276606371,-1.1209264153516192,78,57,824.717965076767,291.0595097325
1519315200,0.17712634532499633,-0.8667946247300444,-1.1206710259116592,77,58,451.211855494082,1305.61604
1519318800,-0.3255227682631497,-0.8643418223699616,-1.120399130691208,88,42,699.317695598901,297.49366
1519322400,-0.5187624323849378,-0.857272569268201,-1.1201464421971465,65,34,1233.56651415018,75.51915
1519326000,-0.48998563211306656,-0.8577800353722659,-1.1197743118733503,64,31,291.669238545644,374.77847764
1519329600,-0.03422542982613218,-0.8547320102636111,-1.1195015163375999,53,19,541.990089822372,42.67613
1519333200,0.12663425184334687,-0.8582123309258168,-1.1193163514910012,91,21,49.1474102452322,619.25121338
1519336800,0.10023095757737265,-0.8700309652340052,-1.1190654636275386,72,20,98.6414578729857,2034.65871874
1519340400,0.0003677346250693061,-0.8725659362400009,-1.118809173872279,63,12,67.457623808767,482.70782
1519344000,-0.13893138383326803,-0.8785134469628808,-1.1185453814895236,62,17,13.1643083559561,987.42507838
1519347600,-0.0903910933049437,-0.878775104707293,-1.118265383431377,78,15,109.679318903281,152.53245143
1519351200,-0.14253180332584298,-0.8789337632716872,-1.1180277001923071,73,16,355.081460473164,381.0615
1519354800,0.301559435627591,-0.878648803074377,-1.1177534041310575,51,31,795.898646930862,749.19901971
1519358400,0.7180002867443109,-0.8840870660747331,-1.1175019160573951,60,54,346.29021326353,1237.10641061
1519362000,0.7356622839677123,-0.897773986817326,-1.117281338809016,77,58,210.793273227107,2452.83365615
1519365600,0.6322364951762169,-0.901044069835325,-1.1170004404355698,55,51,201.227498183176,736.87234534
1519369200,0.4061590515588541,-0.8966763063680239,-1.1167564549894036,59,57,1239.27501575329,523.747845
1519372800,-0.3456350299669693,-0.891968486699999,-1.1165316762696267,56,45,1752.80433875815,981.5799500399
1519376400,-0.4353868164315646,-0.8987376743011302,-1.1162741860939678,54,41,284.569176220493,1393.41468
1519380000,-0.49903165800297744,-0.8998940443270007,-1.1160226980203054,68,44,804.358913429016,993.75806
1519383600,-0.49397132207022726,-0.8367668257423115,-1.1157838143608363,56,38,11063.0367373222,722.03907664
1519387200,-0.37310378041438136,-0.8486833679603643,-1.115523323134179,63,45,867.612513195572,2819.65209508
1519390800,-0.44163933545654704,-0.8611029062027433,-1.1152484268627296,59,50,734.139356084996,2768.57209267
1519394400,-0.4771112249119292,-0.8604181588953058,-1.1150023406808645,63,36,223.712140501224,111.51988
1519398000,-0.38522037951138816,-0.8613659305772123,-1.1147364475624102,47,58,663.149916179523,818.369403
1519401600,-0.35211355565050784,-0.7845411620290363,-1.1144897611703453,58,40,15195.4667783429,2610.6503
1519405200,-0.31934007494892136,-0.7867775526347941,-1.1142412741476813,38,39,124.647418658917,490.96966
1519408800,-0.4478158632940974,-0.7850232374368302,-1.1139810830261239,47,14,339.35402156578,51.96795
1519412400,-0.5168604052393725,-0.7856318954589789,-1.1137313955830606,52,23,72.1560115874638,171.84679
1519416000,-0.5967042416529662,-0.7932579522372886,-1.1134582999422102,60,19,118.475848561358,1367.70074
1519419600,-0.6129564716902342,-0.7961333991486721,-1.1132230175439393,33,19,511.321799117965,982.3415
1519423200,0.14543878185839035,-0.8007406235639674,-1.1129688285243784,52,19,671.601060735717,1426.3056908301
1519426800,0.5478202475829679,-0.7934319325293704,-1.1127125387691188,46,13,1250.22193253573,52.9647
1519430400,0.7227134585488367,-0.7981790324580366,-1.112447245860864,30,18,529.048402936927,1306.66728287
1519434000,0.7403016891593117,-0.8101888557967757,-1.1121945573668026,29,10,54.7462928607332,2022.0888422499
1519437600,0.45281742452507,-0.8146256112323864,-1.1119595750736313,37,12,88.5045010137461,815.28836
1519441200,-0.2903395287919977,-0.8099323806833638,-1.111699083846974,52,24,1116.35865160149,347.53774
1519444800,-0.4529576115317959,-0.8179711651981103,-1.1114403932509156,36,31,64.9269161910347,1381.75385438
1519448400,-0.38514554423053543,-0.8276226625758912,-1.1111799020242583,55,34,310.518906090052,1891.5250937
1519452000,-0.434200337074798,-0.8285813317892984,-1.1109245125842984,33,20,197.615424558333,354.644
1519455600,-0.466993144474459,-0.8305820760391335,-1.1106718240902367,49,30,29.0057445178343,356.73204
1519459200,-0.5429443723429689,-0.8307363627016116,-1.1104188354910753,41,21,35.1140930353112,60.3748126143
1519462800,-0.5487828758760835,-0.8474737050396506,-1.110149041006323,61,45,140.689582341366,2882.3807440501
1519466400,-0.5558194532239475,-0.8497089498791438,-1.1098867491490667,52,27,161.30207896807,527.44418894
1519470000,-0.5695082717141686,-0.860557013531221,-1.1096502663303962,42,42,258.830095895074,2035.84234416
1519473600,-0.5204889886223834,-0.8617699729910704,-1.1093858737374411,63,23,190.167193948539,388.84958
1519477200,0.3325815918608702,-0.866624211633749,-1.109121481144486,62,36,146.781916937307,941.94002219
1519480800,0.6438923652236733,-0.866616269177554,-1.1088642910739268,63,41,220.047486775307,218.72058848
1519484400,0.6822169563588653,-0.8728688506548012,-1.1086116025798654,58,37,98.0927180622868,1122.31503
1519488000,0.5509011750674285,-0.8728241867801252,-1.1083607147164027,43,18,55.4858625364375,48.15806
1519491600,0.1854826549557929,-0.8727552311232196,-1.108113728219238,46,25,256.581639197208,245.27015
1519495200,-0.40126276316250525,-0.872813715558563,-1.1078994531779554,35,16,31.0492718309401,40.61962
1519498800,-0.40956487083534665,-0.8726202473936271,-1.1076254572218056,47,21,314.471073057215,282.7655058
1519502400,-0.12589376584121295,-0.861504233550739,-1.1073637655747488,39,16,1915.01131974801,94.06878914
1519506000,-0.08070195051494412,-0.8631942680931767,-1.1071254821254795,56,11,93.6496010531636,370.49
1519509600,-0.043705961256505055,-0.8638879114367907,-1.1068658912141216,39,14,47.6986182857055,161.31665
1519513200,-0.04877873673780868,-0.8653657491287557,-1.1065885941018736,38,5,42.5486949935575,284.63256
1519516800,-0.2284098733217487,-0.8655935237191249,-1.1063491102322047,27,6,18.4561509480649,55.7645
1519520400,-0.3417178563414409,-0.8661154085328711,-1.1060832171137502,28,7,20.8731731121234,106.35957
1519524000,-0.2566766154655475,-0.8658317137466801,-1.1058503355562779,45,13,70.5578695279767,24.07717
1519527600,-0.268747085633734,-0.8656320475087982,-1.1056051496897121,36,17,164.008094421701,131.28973067
1519531200,-0.2864085475701862,-0.8660737131034316,-1.1053491600395524,53,25,54.9547502597536,127.28841
1519534800,-0.3424376988227208,-0.8656683520556756,-1.1050781651344008,49,31,208.121300463704,141.69891
1519538400,-0.33870905469424645,-0.8678765559676921,-1.104826076850539,57,21,189.976097013356,551.6923668
1519542000,-0.20038341186981948,-0.8687786699708756,-1.1045805908788735,64,28,55.6255269007031,203.38410375
1519545600,-0.11446858322182278,-0.868269840630288,-1.1043197995471163,45,27,300.735642662086,217.36646
1519549200,0.4434274229600924,-0.8659834568551638,-1.104070412209153,66,26,1442.26398376236,1067.71132938
1519552800,0.612300833163443,-0.8657798546052691,-1.1038180238201911,55,28,189.597752921043,156.22769
1519556400,0.5302420869978979,-0.8674259891050802,-1.1035653353261297,42,24,88.1309205283539,357.77179
1519560000,0.37169415620596197,-0.8808114614921893,-1.103294340420978,56,28,143.011175979246,2335.68933
1519563600,0.12736001002156222,-0.8825184920380915,-1.1030485543442128,53,37,215.380667863011,494.98883
1519567200,-0.29923629997194956,-0.8779525104718214,-1.1027952656399516,57,28,1048.15359878572,300.1744762999
1519570800,-0.2500105832387147,-0.8796604946411696,-1.1025230703144007,54,31,245.688005563135,525.45578
1519574400,-0.3650979927540525,-0.8810807564409227,-1.1022625790877434,47,29,92.1417574922371,324.77890121
1519578000,-0.40801377836179,-0.8813051135871944,-1.1019951854437897,55,32,85.5361220609681,122.268274
1519581600,-0.45658953173014183,-0.8832067464788592,-1.1017608033608182,59,27,491.360736245979,802.84072613
1519585200,-0.3677848479227731,-0.8853911374055714,-1.1015105157075553,59,23,29.2449240015673,387.05871
1519588800,-0.38476622609960087,-0.8864700983935935,-1.1012578272134936,42,15,83.4179417596054,260.15486
1519592400,-0.08800341299061648,-0.8826968387893136,-1.1010351492294157,35,10,1052.11098145941,434.00084
1519596000,0.5076825576594876,-0.8755676673942073,-1.1007482487539728,49,13,1371.42009459,203.57065
1519599600,0.8201728288158796,-0.8762587944999564,-1.100527071295394,44,9,69.8781073348231,183.0871
1519603200,0.6620106343496179,-0.8798797632794864,-1.100273182380933,46,11,20.608758210837,613.7586600101
1519606800,0.523220229026214,-0.8827610659869161,-1.1000327981959648,45,24,125.111671574042,597.08747
1519610400,0.03771578608730453,-0.8848617611570002,-1.0997518998225186,38,11,150.417020421545,494.52841
1519614000,-0.3741698035728209,-0.8873042402226154,-1.099479104286768,55,21,203.434371339817,603.52726
1519617600,-0.10520667100336596,-0.8956317996158041,-1.0992399205221992,61,36,85.8352689331066,1449.96250518
1519621200,0.7499138338471885,-0.8879434935863398,-1.0989821302414404,76,43,1911.02429650114,651.56319048
1519624800,1.0295644122937762,-0.8811568462394229,-1.0987387450054737,82,55,1505.21633332535,393.44985116
1519628400,0.9228794233894851,-0.8712669041668981,-1.0984959599797066,90,61,2299.77264479704,679.64533307
1519632000,1.780088055688327,-0.886308792423424,-1.0982114603450626,69,44,587.077728301875,3051.0859998
1519635600,2.4823399331567733,-0.8901148956650181,-1.097951269223505,80,37,286.842953614866,910.303355
1519639200,2.9434511042010576,-0.8923276208933009,-1.0976460623369722,83,47,359.410502091172,721.85103763
1519642800,2.7748175871842666,-0.8956598115399772,-1.097480404321863,89,57,233.017102786153,778.83280253
1519646400,1.3861725114356949,-0.8898920830658901,-1.0972115101524103,75,49,1206.74709430476,261.89402268
1519650000,0.0037393130141392603,-0.8910056735043159,-1.0969753274388396,80,36,77.8344608757118,260.22575
1519653600,-0.13451288292753263,-0.8912304400784538,-1.0966025969048439,80,46,150.597909742642,187.36468456
1519657200,0.08870211935530331,-0.8911877822254598,-1.0964465422529293,105,62,142.977356514008,135.925193
1519660800,0.13416177296044535,-0.8934766012034904,-1.0961968548098662,81,59,258.612364628635,633.49582284
1519664400,0.1080712108466762,-0.9143732818685537,-1.0959504685229011,79,60,183.742047118235,3606.8233383258
1519668000,0.16726934282128575,-0.919849325525063,-1.0956890769809442,42,38,100.950685685514,997.96170919
1519671600,0.17872199208283737,-0.9219744566601097,-1.0954372888021822,34,33,25.4289023295556,373.50884704
1519675200,0.16695339478857946,-0.9187894698308531,-1.0951776978908243,56,24,833.880724066102,312.1198095
1519678800,0.04511684613160809,-0.9211615842760681,-1.0949109044570706,42,25,531.844524008484,920.40873
1519682400,-0.059444731346513895,-0.9232179172878873,-1.0946621173293067,48,20,56.398132625744,393.23681434
1519686000,-0.2069697238657797,-0.9261261214754425,-1.094411829676044,29,20,11.9560460174548,488.34114
1519689600,-0.33157377046260683,-0.9254378460964832,-1.094141735086192,41,12,139.025289676997,26.27021
1519693200,-0.27442398868647805,-0.927089074057132,-1.093886045541132,43,12,81.8136328266522,352.296432
1519696800,-0.328327954433035,-0.9310695201138844,-1.0936324567317708,38,18,112.439257646558,764.47131
1519700400,-0.3030777559092615,-0.9334350186776251,-1.0933665636133165,50,38,80.3141852300263,467.78576
1519704000,-0.2998745957072319,-0.8950199101625321,-1.093109973752957,44,30,7083.53268895384,790.67182019
1519707600,-0.18190982062230085,-0.8887691393995366,-1.0928677889373897,58,41,1370.98947381336,347.01463182
1519711200,-0.10308613185958053,-0.8842478115268569,-1.092626204332022,62,55,1247.5165854002,506.83579843
1519714800,-0.11879086961726532,-0.8850873204555767,-1.0923444056432765,51,45,251.79722536159,389.29020769
1519718400,-0.1986031341974109,-0.8865524893018576,-1.0920914170441152,60,38,206.036358314481,446.02412895
1519722000,-0.5030998233163644,-0.918259389256871,-1.0918252238205608,58,44,355.662906642109,5549.59368
1519725600,-0.4219788055779822,-0.9225051521257455,-1.0914840043220477,46,55,409.364761068333,1104.83437465
1519729200,-0.26892372608755316,-0.922829407450165,-1.0914074775215896,51,48,493.704844971339,546.790425
1519732800,0.0523979873292409,-0.9222033306845061,-1.0910479516119866,62,49,819.373275228533,716.783187
1519736400,0.46219912731327717,-0.9099363278537695,-1.0907763564966355,68,55,2844.39351002975,834.8808805
1519740000,0.5965707863594351,-0.9052614132412833,-1.0905404738881648,69,49,1383.85598529237,618.018752299
1519743600,0.634695517122991,-0.9045662474797188,-1.0902994894929967,53,54,543.760071894626,429.8491482743
1519747200,0.48838914771347564,-0.906743873945343,-1.090032395954143,61,60,110.013057942907,466.69581917
1519750800,0.09441910419604663,-0.8783011990018164,-1.0897923118742745,60,48,5067.13070775806,407.858494
1519754400,-0.24738151837721895,-0.8756730377629959,-1.0895516275842063,63,58,1088.18555283272,657.62560878
1519758000,-0.13963303974640145,-0.8757114624272931,-1.0892830335198536,40,30,99.8933373390594,106.16884
1519761600,-0.22561197388201107,-0.8722237701927457,-1.0890165401911995,61,29,992.490467261586,421.1466400768
1519765200,0.026830095876818075,-0.8732961705365793,-1.0887536481237434,40,14,405.176024697687,580.83886
1519768800,0.03837344327124223,-0.8734582191578234,-1.088493757107286,38,19,121.440388336965,147.97386711
1519772400,-0.08632367694676414,-0.8744533243623736,-1.0882335659857283,32,14,147.325393380473,310.32638826
1519776000,-0.2280107344162273,-0.8772924627669023,-1.0878896455413167,43,21,20.5685236270696,485.63921
1519779600,-0.20056625793361874,-0.877845484859783,-1.0877416937270978,50,18,270.883905517397,361.46364
1519783200,-0.2830678585501926,-0.8741973553361965,-1.0875037103829281,54,20,1136.87024837315,539.25118635
1519786800,-0.26331724223653524,-0.8729183882280915,-1.0872435192613707,79,31,1156.74797335033,947.21874317
1519790400,-0.23115166312023389,-0.8677775613421876,-1.0869953323438066,61,44,1195.49137124594,353.33569017
1519794000,-0.22613727680134102,-0.8697809082559225,-1.0867603500506355,75,47,353.326904983093,681.46828021
1519797600,-0.25651817914919817,-0.8698143948681808,-1.0865034600851762,58,52,156.394861983203,161.8472131
1519801200,-0.5786098840127467,-0.8712866330371599,-1.0862603749543094,71,52,599.23020980361,840.3662582
